patch_id,FIA_Group,patch_acres,acres,num_patches
12934,Oak/Hickory,31,1690645,3797
12935,Oak/Hickory,16,1690645,3797
12936,Oak/Hickory,15,1690645,3797
12937,Oak/Hickory,0,1690645,3797
12938,Oak/Hickory,1619,1690645,3797
12939,Oak/Hickory,15,1690645,3797
12940,Oak/Hickory,110,1690645,3797
12941,Oak/Hickory,31,1690645,3797
12943,Oak/Hickory,354,1690645,3797
12943,Elm/Ash/Cottonwood,60,18885,248
12945,Oak/Hickory,123,1690645,3797
12948,Oak/Hickory,15,1690645,3797
12950,Oak/Hickory,15,1690645,3797
12951,Oak/Hickory,46,1690645,3797
12952,Oak/Hickory,15,1690645,3797
12953,Oak/Hickory,30,1690645,3797
12954,Oak/Hickory,171,1690645,3797
12956,Oak/Hickory,14,1690645,3797
12957,Oak/Hickory,15,1690645,3797
12959,Oak/Hickory,47,1690645,3797
12962,Oak/Hickory,16,1690645,3797
12963,Oak/Hickory,15,1690645,3797
12965,Oak/Pine,17,95892,352
12966,Oak/Hickory,15,1690645,3797
12969,Oak/Hickory,31,1690645,3797
12970,Oak/Hickory,78,1690645,3797
12971,Oak/Hickory,16,1690645,3797
12973,Oak/Hickory,16,1690645,3797
12974,Oak/Hickory,15,1690645,3797
12975,Oak/Hickory,16,1690645,3797
12976,Oak/Hickory,14,1690645,3797
12977,Oak/Hickory,211,1690645,3797
12978,Oak/Hickory,1081,1690645,3797
12978,Maple/Beech/Birch,32,116427,163
12979,Oak/Hickory,15,1690645,3797
12981,Oak/Hickory,16,1690645,3797
12982,Oak/Hickory,16,1690645,3797
12986,Oak/Hickory,109,1690645,3797
12989,Oak/Hickory,15,1690645,3797
12991,Oak/Hickory,433,1690645,3797
12992,Loblolly/Shortleaf Pine,47,375404,818
12992,Oak/Hickory,201,1690645,3797
12993,Oak/Hickory,31,1690645,3797
12994,Oak/Hickory,78,1690645,3797
12994,Maple/Beech/Birch,15,116427,163
12995,Loblolly/Shortleaf Pine,15,375404,818
12995,Oak/Hickory,385,1690645,3797
12996,Oak/Hickory,15,1690645,3797
12997,Oak/Hickory,15,1690645,3797
12998,Oak/Hickory,77,1690645,3797
12999,Oak/Hickory,30,1690645,3797
13000,Oak/Hickory,16,1690645,3797
13001,Oak/Hickory,16,1690645,3797
13002,Elm/Ash/Cottonwood,31,18885,248
13004,Oak/Hickory,15,1690645,3797
13005,Oak/Hickory,664,1690645,3797
13007,Loblolly/Shortleaf Pine,16,375404,818
13007,Oak/Hickory,341,1690645,3797
13008,Oak/Hickory,15,1690645,3797
13010,Oak/Hickory,46,1690645,3797
13011,Oak/Hickory,63,1690645,3797
13012,Oak/Hickory,47,1690645,3797
13014,Oak/Hickory,15,1690645,3797
13015,Oak/Hickory,32,1690645,3797
13018,Oak/Hickory,15,1690645,3797
13019,Oak/Hickory,16,1690645,3797
13020,Oak/Hickory,231,1690645,3797
13024,Oak/Hickory,136,1690645,3797
13025,Oak/Hickory,15,1690645,3797
13027,Oak/Hickory,124,1690645,3797
13028,Oak/Hickory,92,1690645,3797
13030,Oak/Hickory,16,1690645,3797
13032,Oak/Hickory,0,1690645,3797
13035,Oak/Hickory,29,1690645,3797
13038,Oak/Hickory,611,1690645,3797
13038,Maple/Beech/Birch,62,116427,163
13039,Oak/Hickory,31,1690645,3797
13040,Oak/Hickory,30,1690645,3797
13041,Oak/Hickory,16,1690645,3797
13042,Oak/Hickory,15,1690645,3797
13043,Oak/Hickory,31,1690645,3797
13045,Oak/Hickory,16,1690645,3797
13046,Maple/Beech/Birch,15,116427,163
13050,Oak/Hickory,31,1690645,3797
13052,Oak/Pine,15,95892,352
13053,Oak/Hickory,32,1690645,3797
13054,Oak/Hickory,32,1690645,3797
13055,Oak/Hickory,31,1690645,3797
13056,Oak/Hickory,16,1690645,3797
13057,Oak/Hickory,16,1690645,3797
13059,Exotic Softwoods,16,646,2
13059,Maple/Beech/Birch,16,116427,163
13060,Oak/Hickory,15,1690645,3797
13061,Oak/Hickory,78,1690645,3797
13062,Oak/Hickory,31,1690645,3797
13063,Oak/Hickory,31,1690645,3797
13064,Maple/Beech/Birch,30,116427,163
13065,Oak/Hickory,32,1690645,3797
13066,Oak/Hickory,16,1690645,3797
13068,Oak/Hickory,16,1690645,3797
13069,Oak/Hickory,17,1690645,3797
13070,Oak/Hickory,63,1690645,3797
13072,Oak/Hickory,31,1690645,3797
13074,Oak/Hickory,77,1690645,3797
13074,Maple/Beech/Birch,31,116427,163
13075,Oak/Hickory,15,1690645,3797
13077,White/Red/Jack Pine,16,1989,15
13077,Maple/Beech/Birch,16,116427,163
13078,Oak/Hickory,62,1690645,3797
13079,Oak/Hickory,16,1690645,3797
13079,Elm/Ash/Cottonwood,31,18885,248
13082,Oak/Hickory,62,1690645,3797
13083,Oak/Hickory,15,1690645,3797
13084,Oak/Hickory,207,1690645,3797
13085,White/Red/Jack Pine,16,1989,15
13085,Oak/Hickory,946,1690645,3797
13085,Maple/Beech/Birch,384,116427,163
13086,Oak/Hickory,93,1690645,3797
13088,Oak/Hickory,155,1690645,3797
13089,Loblolly/Shortleaf Pine,200,375404,818
13089,Oak/Hickory,1293,1690645,3797
13089,Elm/Ash/Cottonwood,15,18885,248
13089,Maple/Beech/Birch,15,116427,163
13090,Oak/Hickory,31,1690645,3797
13091,Oak/Hickory,16,1690645,3797
13092,Loblolly/Shortleaf Pine,16,375404,818
13092,Oak/Hickory,184,1690645,3797
13092,Maple/Beech/Birch,30,116427,163
13093,Oak/Hickory,47,1690645,3797
13093,Maple/Beech/Birch,16,116427,163
13094,Oak/Hickory,46,1690645,3797
13095,Oak/Hickory,16,1690645,3797
13098,Maple/Beech/Birch,17,116427,163
13101,Oak/Hickory,15,1690645,3797
13102,Maple/Beech/Birch,47,116427,163
13103,Oak/Hickory,16,1690645,3797
13104,Oak/Hickory,32,1690645,3797
13105,Oak/Hickory,16,1690645,3797
13106,Oak/Hickory,14,1690645,3797
13108,Oak/Hickory,16,1690645,3797
13109,Oak/Hickory,30,1690645,3797
13110,Oak/Hickory,31,1690645,3797
13112,Oak/Hickory,15,1690645,3797
13113,Oak/Hickory,30,1690645,3797
13114,Oak/Hickory,32,1690645,3797
13115,Oak/Hickory,75,1690645,3797
13116,Oak/Hickory,31,1690645,3797
13117,Oak/Hickory,15,1690645,3797
13118,Oak/Hickory,108,1690645,3797
13119,Oak/Hickory,435,1690645,3797
13120,Oak/Hickory,16,1690645,3797
13121,Oak/Hickory,1524,1690645,3797
13121,Maple/Beech/Birch,15,116427,163
13122,Oak/Hickory,16,1690645,3797
13123,Oak/Hickory,16,1690645,3797
13124,Oak/Hickory,15,1690645,3797
13125,Oak/Hickory,15,1690645,3797
13126,Oak/Hickory,278,1690645,3797
13127,Oak/Hickory,15,1690645,3797
13128,Oak/Hickory,30,1690645,3797
13129,Oak/Hickory,75,1690645,3797
13130,Oak/Hickory,16,1690645,3797
13132,Oak/Hickory,105,1690645,3797
13135,Oak/Hickory,16,1690645,3797
13136,Oak/Pine,14,95892,352
13138,Oak/Hickory,16,1690645,3797
13140,Oak/Hickory,15,1690645,3797
13143,Oak/Hickory,155,1690645,3797
13143,Maple/Beech/Birch,30,116427,163
13144,Oak/Hickory,16,1690645,3797
13145,Oak/Hickory,15,1690645,3797
13146,Oak/Hickory,15,1690645,3797
13147,Oak/Hickory,16,1690645,3797
13149,Oak/Hickory,17,1690645,3797
13150,White/Red/Jack Pine,15,1989,15
13150,Oak/Hickory,92,1690645,3797
13150,Maple/Beech/Birch,47,116427,163
13151,Maple/Beech/Birch,15,116427,163
13152,Oak/Hickory,48,1690645,3797
13152,Elm/Ash/Cottonwood,30,18885,248
13157,Oak/Hickory,602,1690645,3797
13157,Maple/Beech/Birch,62,116427,163
13163,Oak/Hickory,16,1690645,3797
13164,Oak/Hickory,246,1690645,3797
13167,Oak/Hickory,62,1690645,3797
13167,Maple/Beech/Birch,15,116427,163
13170,Oak/Hickory,47,1690645,3797
13171,Oak/Hickory,16,1690645,3797
13171,Maple/Beech/Birch,16,116427,163
13172,Oak/Hickory,31,1690645,3797
13173,Oak/Hickory,16,1690645,3797
13175,White/Red/Jack Pine,31,1989,15
13175,Oak/Hickory,91,1690645,3797
13176,Oak/Hickory,78,1690645,3797
13176,Maple/Beech/Birch,16,116427,163
13178,Oak/Hickory,47,1690645,3797
13181,Oak/Pine,15,95892,352
13181,Oak/Hickory,15,1690645,3797
13182,Oak/Hickory,31,1690645,3797
13182,Elm/Ash/Cottonwood,46,18885,248
13184,Oak/Hickory,909,1690645,3797
13185,Oak/Hickory,16,1690645,3797
13188,Oak/Hickory,166,1690645,3797
13191,Oak/Hickory,61,1690645,3797
13192,Oak/Hickory,16,1690645,3797
13193,Oak/Hickory,16,1690645,3797
13195,Elm/Ash/Cottonwood,16,18885,248
13197,White/Red/Jack Pine,239,1989,15
13197,Loblolly/Shortleaf Pine,16,375404,818
13197,Oak/Pine,725,95892,352
13197,Oak/Hickory,1932,1690645,3797
13197,Elm/Ash/Cottonwood,770,18885,248
13197,Maple/Beech/Birch,134,116427,163
13199,Oak/Hickory,15,1690645,3797
13202,Oak/Hickory,45,1690645,3797
13203,Oak/Hickory,16,1690645,3797
13205,Oak/Hickory,61,1690645,3797
13205,Maple/Beech/Birch,30,116427,163
13207,Oak/Hickory,15,1690645,3797
13208,Oak/Hickory,62,1690645,3797
13209,Oak/Hickory,15,1690645,3797
13211,Oak/Hickory,77,1690645,3797
13212,Oak/Hickory,2175,1690645,3797
13212,Maple/Beech/Birch,45,116427,163
13214,Oak/Hickory,16,1690645,3797
13215,Oak/Hickory,14,1690645,3797
13216,Oak/Hickory,94,1690645,3797
13219,Oak/Hickory,833,1690645,3797
13221,Oak/Hickory,15,1690645,3797
13223,Oak/Hickory,31,1690645,3797
13227,Oak/Hickory,16,1690645,3797
13228,Oak/Hickory,14,1690645,3797
13229,Oak/Hickory,1295,1690645,3797
13232,Oak/Hickory,972,1690645,3797
13232,Maple/Beech/Birch,31,116427,163
13233,Oak/Hickory,122,1690645,3797
13234,Oak/Hickory,48,1690645,3797
13236,Oak/Pine,68,95892,352
13236,Oak/Hickory,92,1690645,3797
13236,Elm/Ash/Cottonwood,13,18885,248
13237,Oak/Hickory,15,1690645,3797
13238,Oak/Hickory,1251,1690645,3797
13239,Oak/Hickory,16,1690645,3797
13240,Oak/Hickory,31,1690645,3797
13241,Oak/Pine,31,95892,352
13241,Oak/Hickory,280,1690645,3797
13242,Oak/Hickory,15,1690645,3797
13243,Oak/Hickory,31,1690645,3797
13244,Oak/Hickory,16,1690645,3797
13247,Oak/Hickory,79,1690645,3797
13248,Oak/Hickory,14,1690645,3797
13249,Oak/Hickory,32,1690645,3797
13251,Oak/Hickory,63,1690645,3797
13252,Oak/Hickory,78,1690645,3797
13253,White/Red/Jack Pine,15,1989,15
13253,Oak/Hickory,78,1690645,3797
13254,Oak/Hickory,31,1690645,3797
13256,Oak/Hickory,15,1690645,3797
13258,Oak/Hickory,61,1690645,3797
13259,Oak/Pine,15,95892,352
13260,Oak/Hickory,15,1690645,3797
13261,Oak/Pine,155,95892,352
13261,Oak/Hickory,214,1690645,3797
13262,Oak/Hickory,15,1690645,3797
13263,Oak/Hickory,16,1690645,3797
13265,Oak/Hickory,15,1690645,3797
13265,Maple/Beech/Birch,78,116427,163
13266,Oak/Hickory,15,1690645,3797
13267,Oak/Hickory,30,1690645,3797
13269,Oak/Hickory,62,1690645,3797
13269,Maple/Beech/Birch,31,116427,163
13270,Oak/Hickory,31,1690645,3797
13271,Oak/Hickory,15,1690645,3797
13273,Oak/Hickory,16,1690645,3797
13276,Oak/Hickory,15,1690645,3797
13277,Oak/Hickory,31,1690645,3797
13278,Oak/Hickory,16,1690645,3797
13279,Oak/Hickory,79,1690645,3797
13281,Oak/Hickory,106,1690645,3797
13283,Oak/Hickory,16,1690645,3797
13285,Oak/Hickory,78,1690645,3797
13287,Oak/Hickory,77,1690645,3797
13287,Maple/Beech/Birch,170,116427,163
13289,Oak/Hickory,78,1690645,3797
13291,Oak/Hickory,31,1690645,3797
13292,Oak/Hickory,16,1690645,3797
13293,Oak/Hickory,16,1690645,3797
13294,Oak/Hickory,15,1690645,3797
13295,Oak/Hickory,1424,1690645,3797
13295,Maple/Beech/Birch,16,116427,163
13297,Oak/Hickory,16,1690645,3797
13299,Oak/Hickory,31,1690645,3797
13300,Oak/Hickory,47,1690645,3797
13301,Oak/Hickory,46,1690645,3797
13302,Oak/Hickory,63,1690645,3797
13302,Maple/Beech/Birch,15,116427,163
13304,Oak/Hickory,47,1690645,3797
13306,Oak/Hickory,30,1690645,3797
13308,Oak/Hickory,93,1690645,3797
13308,Maple/Beech/Birch,31,116427,163
13310,Oak/Hickory,108,1690645,3797
13311,Oak/Hickory,262,1690645,3797
13312,Oak/Hickory,140,1690645,3797
13314,Oak/Hickory,31,1690645,3797
13315,Oak/Hickory,30,1690645,3797
13316,Oak/Hickory,16,1690645,3797
13317,Oak/Hickory,63,1690645,3797
13319,Oak/Hickory,62,1690645,3797
13320,Oak/Hickory,123,1690645,3797
13322,Oak/Hickory,32,1690645,3797
13323,Oak/Hickory,31,1690645,3797
13324,Oak/Hickory,46,1690645,3797
13326,Oak/Hickory,15,1690645,3797
13327,Oak/Hickory,15,1690645,3797
13330,Oak/Hickory,14,1690645,3797
13331,Oak/Hickory,4509,1690645,3797
13332,Oak/Hickory,31,1690645,3797
13333,Oak/Hickory,30,1690645,3797
13334,Oak/Hickory,31,1690645,3797
13335,Oak/Hickory,15,1690645,3797
13340,Oak/Hickory,30,1690645,3797
13342,Loblolly/Shortleaf Pine,16,375404,818
13343,Oak/Hickory,139,1690645,3797
13344,Oak/Hickory,16,1690645,3797
13346,Oak/Hickory,15,1690645,3797
13347,Oak/Hickory,16,1690645,3797
13348,Oak/Hickory,29,1690645,3797
13349,Oak/Hickory,15,1690645,3797
13351,Oak/Hickory,45,1690645,3797
13352,Oak/Hickory,32,1690645,3797
13355,Oak/Hickory,125,1690645,3797
13356,Oak/Hickory,78,1690645,3797
13357,Oak/Hickory,31,1690645,3797
13358,Oak/Hickory,15,1690645,3797
13360,Oak/Hickory,16,1690645,3797
13361,Oak/Hickory,4,1690645,3797
13362,Oak/Hickory,15,1690645,3797
13363,Oak/Hickory,16,1690645,3797
13364,Oak/Hickory,16,1690645,3797
13366,Oak/Hickory,15,1690645,3797
13368,Oak/Hickory,231,1690645,3797
13368,Maple/Beech/Birch,16,116427,163
13370,Oak/Hickory,16,1690645,3797
13371,Oak/Hickory,199,1690645,3797
13372,Oak/Hickory,16,1690645,3797
13375,Oak/Hickory,15,1690645,3797
13378,Oak/Hickory,4806,1690645,3797
13378,Elm/Ash/Cottonwood,93,18885,248
13382,Oak/Hickory,171,1690645,3797
13383,Oak/Hickory,15,1690645,3797
13385,Oak/Hickory,31,1690645,3797
13386,Oak/Hickory,294,1690645,3797
13387,Oak/Hickory,16,1690645,3797
13389,Oak/Hickory,74,1690645,3797
13390,Oak/Hickory,16,1690645,3797
13391,Oak/Hickory,16,1690645,3797
13392,Oak/Hickory,31,1690645,3797
13394,Oak/Hickory,598,1690645,3797
13396,Oak/Hickory,90,1690645,3797
13397,Oak/Hickory,46,1690645,3797
13398,Oak/Hickory,32,1690645,3797
13398,Maple/Beech/Birch,12,116427,163
13401,Maple/Beech/Birch,15,116427,163
13402,Oak/Hickory,63,1690645,3797
13403,Oak/Hickory,15,1690645,3797
13404,Oak/Hickory,15,1690645,3797
13405,Oak/Hickory,199,1690645,3797
13406,Oak/Hickory,556,1690645,3797
13408,Oak/Hickory,47,1690645,3797
13409,Oak/Hickory,909,1690645,3797
13410,Oak/Hickory,16,1690645,3797
13411,Oak/Hickory,31,1690645,3797
13412,Oak/Pine,15,95892,352
13412,Oak/Hickory,30,1690645,3797
13413,Oak/Hickory,356,1690645,3797
13413,Maple/Beech/Birch,171,116427,163
13416,Oak/Hickory,15,1690645,3797
13422,Oak/Hickory,62,1690645,3797
13423,Oak/Hickory,47,1690645,3797
13425,Oak/Hickory,15,1690645,3797
13426,White/Red/Jack Pine,31,1989,15
13427,Oak/Hickory,138,1690645,3797
13427,Maple/Beech/Birch,218,116427,163
13428,Oak/Hickory,30,1690645,3797
13429,Oak/Hickory,15,1690645,3797
13430,Oak/Hickory,197,1690645,3797
13431,Oak/Hickory,16,1690645,3797
13432,Oak/Hickory,15,1690645,3797
13434,Oak/Hickory,139,1690645,3797
13435,Oak/Hickory,78,1690645,3797
13436,Oak/Hickory,31,1690645,3797
13437,Oak/Hickory,15,1690645,3797
13438,Oak/Hickory,93,1690645,3797
13439,Oak/Hickory,435,1690645,3797
13440,Oak/Hickory,233,1690645,3797
13442,Oak/Hickory,446,1690645,3797
13443,Oak/Hickory,16,1690645,3797
13444,Oak/Hickory,2650,1690645,3797
13444,Maple/Beech/Birch,79,116427,163
13445,Oak/Hickory,3724,1690645,3797
13445,Maple/Beech/Birch,31,116427,163
13446,Oak/Hickory,1436,1690645,3797
13446,Maple/Beech/Birch,16,116427,163
13448,Oak/Hickory,15,1690645,3797
13449,Oak/Hickory,31,1690645,3797
13451,Oak/Hickory,15,1690645,3797
13452,Oak/Hickory,16,1690645,3797
13453,Oak/Hickory,232,1690645,3797
13454,Oak/Hickory,15,1690645,3797
13456,Oak/Hickory,31,1690645,3797
13458,Oak/Hickory,170,1690645,3797
13459,Oak/Hickory,16,1690645,3797
13462,Oak/Hickory,14,1690645,3797
13465,Oak/Hickory,60,1690645,3797
13467,Oak/Hickory,15,1690645,3797
13468,Oak/Hickory,138,1690645,3797
13469,Oak/Hickory,138,1690645,3797
13470,Oak/Hickory,15,1690645,3797
13472,Oak/Hickory,15,1690645,3797
13473,Oak/Hickory,495,1690645,3797
13474,Oak/Hickory,16,1690645,3797
13476,Oak/Hickory,90,1690645,3797
13480,Oak/Hickory,109,1690645,3797
13481,Oak/Pine,15,95892,352
13481,Oak/Hickory,16,1690645,3797
13482,Oak/Hickory,15,1690645,3797
13483,Oak/Hickory,15,1690645,3797
13484,Oak/Hickory,16,1690645,3797
13485,Oak/Hickory,188,1690645,3797
13488,Oak/Hickory,63,1690645,3797
13489,Oak/Hickory,16,1690645,3797
13490,Oak/Hickory,31,1690645,3797
13492,Oak/Hickory,31,1690645,3797
13494,Oak/Hickory,46,1690645,3797
13495,Oak/Hickory,15,1690645,3797
13496,Oak/Hickory,15,1690645,3797
13497,Oak/Pine,31,95892,352
13499,Oak/Hickory,14,1690645,3797
13502,Oak/Hickory,307,1690645,3797
13503,Oak/Hickory,59,1690645,3797
13504,Oak/Hickory,16,1690645,3797
13507,Oak/Hickory,62,1690645,3797
13508,Oak/Hickory,46,1690645,3797
13511,Oak/Hickory,31,1690645,3797
13512,Oak/Hickory,636,1690645,3797
13513,Oak/Hickory,16,1690645,3797
13514,Oak/Hickory,16,1690645,3797
13515,Oak/Hickory,46,1690645,3797
13516,Oak/Hickory,15,1690645,3797
13517,Oak/Hickory,15,1690645,3797
13519,Oak/Hickory,13,1690645,3797
13520,Oak/Hickory,15,1690645,3797
13521,Oak/Hickory,15,1690645,3797
13522,Oak/Hickory,170,1690645,3797
13522,Maple/Beech/Birch,62,116427,163
13523,Oak/Hickory,78,1690645,3797
13524,Oak/Hickory,185,1690645,3797
13528,Oak/Pine,15,95892,352
13530,Oak/Hickory,61,1690645,3797
13531,Oak/Hickory,30,1690645,3797
13532,Oak/Hickory,139,1690645,3797
13534,Oak/Hickory,15,1690645,3797
13535,Oak/Hickory,15,1690645,3797
13536,Oak/Hickory,15,1690645,3797
13538,Oak/Hickory,16,1690645,3797
13539,Oak/Hickory,16,1690645,3797
13540,Oak/Hickory,16,1690645,3797
13542,Oak/Hickory,16,1690645,3797
13544,Oak/Hickory,4342,1690645,3797
13544,Elm/Ash/Cottonwood,15,18885,248
13544,Maple/Beech/Birch,109,116427,163
13546,Oak/Hickory,46,1690645,3797
13548,Oak/Hickory,15,1690645,3797
13550,Oak/Hickory,15,1690645,3797
13552,Oak/Hickory,497,1690645,3797
13553,Oak/Hickory,16,1690645,3797
13554,Oak/Hickory,232,1690645,3797
13555,Oak/Hickory,14,1690645,3797
13556,White/Red/Jack Pine,15,1989,15
13560,Oak/Hickory,77,1690645,3797
13561,Oak/Hickory,15,1690645,3797
13564,Oak/Hickory,215,1690645,3797
13565,Oak/Hickory,16,1690645,3797
13566,Oak/Hickory,16,1690645,3797
13567,Oak/Hickory,233,1690645,3797
13568,Oak/Hickory,600,1690645,3797
13569,Oak/Hickory,15,1690645,3797
13570,Oak/Hickory,16,1690645,3797
13570,Oak/Gum/Cypress,14,57335,221
13571,Oak/Hickory,15,1690645,3797
13572,Oak/Hickory,90,1690645,3797
13573,Oak/Hickory,77,1690645,3797
13573,Elm/Ash/Cottonwood,46,18885,248
13576,Oak/Hickory,155,1690645,3797
13577,Oak/Hickory,15,1690645,3797
13578,Oak/Hickory,30,1690645,3797
13579,Oak/Hickory,15,1690645,3797
13580,Oak/Hickory,275,1690645,3797
13581,Oak/Hickory,16,1690645,3797
13582,Oak/Hickory,31,1690645,3797
13583,Oak/Hickory,31,1690645,3797
13584,Oak/Hickory,342,1690645,3797
13586,Oak/Hickory,47,1690645,3797
13587,Oak/Hickory,94,1690645,3797
13588,Maple/Beech/Birch,15,116427,163
13589,Maple/Beech/Birch,46,116427,163
13594,Oak/Hickory,621,1690645,3797
13595,Oak/Hickory,31,1690645,3797
13596,Oak/Hickory,78,1690645,3797
13597,Oak/Hickory,61,1690645,3797
13598,Oak/Hickory,2365,1690645,3797
13599,Oak/Hickory,30,1690645,3797
13601,Oak/Hickory,202,1690645,3797
13602,Oak/Hickory,15,1690645,3797
13604,Oak/Hickory,47,1690645,3797
13605,Oak/Hickory,16,1690645,3797
13609,Oak/Hickory,15,1690645,3797
13610,Oak/Hickory,15,1690645,3797
13611,Oak/Hickory,15,1690645,3797
13611,Maple/Beech/Birch,15,116427,163
13614,Oak/Hickory,273,1690645,3797
13616,Oak/Hickory,16,1690645,3797
13617,Oak/Hickory,16,1690645,3797
13619,Oak/Hickory,15,1690645,3797
13622,Oak/Hickory,139,1690645,3797
13623,Oak/Hickory,675,1690645,3797
13623,Elm/Ash/Cottonwood,14,18885,248
13624,Oak/Hickory,15,1690645,3797
13629,Oak/Hickory,78,1690645,3797
13631,Oak/Hickory,15,1690645,3797
13632,Oak/Hickory,63,1690645,3797
13633,Oak/Hickory,108,1690645,3797
13634,Oak/Hickory,31,1690645,3797
13635,Oak/Hickory,16,1690645,3797
13637,Oak/Hickory,16,1690645,3797
13638,Oak/Hickory,16,1690645,3797
13639,Oak/Hickory,260,1690645,3797
13645,Oak/Hickory,16,1690645,3797
13646,Oak/Hickory,31,1690645,3797
13647,Oak/Hickory,169,1690645,3797
13648,Oak/Hickory,16,1690645,3797
13649,Oak/Hickory,15,1690645,3797
13652,Oak/Hickory,16,1690645,3797
13653,Oak/Hickory,16,1690645,3797
13654,Loblolly/Shortleaf Pine,46,375404,818
13654,Oak/Hickory,155,1690645,3797
13656,Oak/Hickory,30,1690645,3797
13657,Oak/Hickory,31,1690645,3797
13658,Oak/Hickory,15,1690645,3797
13660,Oak/Hickory,31,1690645,3797
13662,Oak/Hickory,63,1690645,3797
13663,Oak/Hickory,94,1690645,3797
13666,Oak/Hickory,16,1690645,3797
13667,Oak/Hickory,78,1690645,3797
13668,Oak/Hickory,16,1690645,3797
13668,Maple/Beech/Birch,78,116427,163
13669,Oak/Hickory,15,1690645,3797
13671,Oak/Hickory,15,1690645,3797
13672,Oak/Hickory,16,1690645,3797
13673,Oak/Hickory,15,1690645,3797
13675,Oak/Hickory,15,1690645,3797
13676,Oak/Hickory,16,1690645,3797
13679,Maple/Beech/Birch,16,116427,163
13680,Oak/Hickory,31,1690645,3797
13681,Oak/Hickory,804,1690645,3797
13681,Elm/Ash/Cottonwood,109,18885,248
13682,Oak/Hickory,92,1690645,3797
13683,Oak/Hickory,31,1690645,3797
13684,Oak/Hickory,14,1690645,3797
13685,Oak/Hickory,11824,1690645,3797
13685,Oak/Gum/Cypress,15,57335,221
13685,Elm/Ash/Cottonwood,77,18885,248
13686,Oak/Hickory,30,1690645,3797
13687,Oak/Hickory,16,1690645,3797
13690,Oak/Hickory,16,1690645,3797
13692,Oak/Hickory,31,1690645,3797
13694,Oak/Hickory,123,1690645,3797
13697,Oak/Hickory,31,1690645,3797
13698,Oak/Hickory,16,1690645,3797
13699,Oak/Hickory,123,1690645,3797
13700,Oak/Pine,15,95892,352
13700,Oak/Hickory,450,1690645,3797
13700,Maple/Beech/Birch,31,116427,163
13701,Oak/Hickory,510,1690645,3797
13701,Maple/Beech/Birch,15,116427,163
13702,Oak/Hickory,2763,1690645,3797
13703,Oak/Hickory,1048,1690645,3797
13704,Oak/Hickory,306,1690645,3797
13706,Oak/Hickory,16,1690645,3797
13708,Oak/Hickory,16,1690645,3797
13712,Oak/Hickory,1164,1690645,3797
13712,Maple/Beech/Birch,45,116427,163
13713,Oak/Hickory,31,1690645,3797
13714,Oak/Hickory,186,1690645,3797
13715,Oak/Hickory,31,1690645,3797
13716,Oak/Hickory,31,1690645,3797
13717,Elm/Ash/Cottonwood,16,18885,248
13718,Oak/Hickory,30,1690645,3797
13719,Oak/Hickory,16,1690645,3797
13720,Oak/Hickory,15,1690645,3797
13722,Oak/Hickory,30,1690645,3797
13722,Maple/Beech/Birch,15,116427,163
13724,Oak/Hickory,15,1690645,3797
13726,Oak/Hickory,15,1690645,3797
13727,Oak/Hickory,15,1690645,3797
13728,Oak/Hickory,15,1690645,3797
13729,Oak/Hickory,390,1690645,3797
13730,Oak/Hickory,31,1690645,3797
13732,Oak/Hickory,15,1690645,3797
13733,Oak/Hickory,15,1690645,3797
13737,Oak/Hickory,16,1690645,3797
13738,Oak/Hickory,16,1690645,3797
13739,Oak/Hickory,15,1690645,3797
13740,Oak/Hickory,46,1690645,3797
13741,Oak/Hickory,16,1690645,3797
13742,Oak/Hickory,340,1690645,3797
13742,Elm/Ash/Cottonwood,63,18885,248
13743,Oak/Hickory,16,1690645,3797
13745,Oak/Hickory,124,1690645,3797
13746,Oak/Hickory,17,1690645,3797
13747,Oak/Hickory,46,1690645,3797
13748,Oak/Hickory,30,1690645,3797
13749,Oak/Hickory,31,1690645,3797
13749,Elm/Ash/Cottonwood,62,18885,248
13750,Oak/Hickory,15,1690645,3797
13751,Oak/Hickory,108,1690645,3797
13752,Oak/Hickory,15,1690645,3797
13754,Oak/Hickory,31,1690645,3797
13755,Oak/Hickory,451,1690645,3797
13756,Oak/Hickory,123,1690645,3797
13757,Oak/Hickory,31,1690645,3797
13759,Oak/Pine,16,95892,352
13759,Oak/Hickory,16,1690645,3797
13761,Oak/Hickory,513,1690645,3797
13762,Oak/Hickory,32,1690645,3797
13763,Oak/Hickory,16,1690645,3797
13764,Elm/Ash/Cottonwood,16,18885,248
13765,Oak/Hickory,62,1690645,3797
13766,Oak/Hickory,30,1690645,3797
13767,Oak/Hickory,16,1690645,3797
