patch_id,FIA_Forest_Type,patch_acres,acres,num_patches
18536,Mixed Upland Hardwoods,15,949111,3291
18542,Mixed Upland Hardwoods,16,949111,3291
18545,Mixed Upland Hardwoods,48,949111,3291
18545,Sweetgum / Nuttall Oak / Willow Oak,32,21784,138
18546,Mixed Upland Hardwoods,15,949111,3291
18547,Loblolly Pine,48,357234,750
18547,Mixed Upland Hardwoods,16,949111,3291
18551,Mixed Upland Hardwoods,62,949111,3291
18552,Loblolly Pine,132,357234,750
18552,Loblolly Pine / Hardwood,60,73453,269
18557,Loblolly Pine,232,357234,750
18557,Mixed Upland Hardwoods,16,949111,3291
18561,Loblolly Pine,15,357234,750
18562,Loblolly Pine / Hardwood,33,73453,269
18563,Mixed Upland Hardwoods,15,949111,3291
18564,Mixed Upland Hardwoods,16,949111,3291
18566,Loblolly Pine,15,357234,750
18571,White Oak / Red Oak / Hickory,16,115120,329
18572,Loblolly Pine,711,357234,750
18572,Loblolly Pine / Hardwood,75,73453,269
18572,Mixed Upland Hardwoods,787,949111,3291
18572,Sweetgum / Nuttall Oak / Willow Oak,30,21784,138
18572,Sweetbay / Swamp Tupelo / Red Maple,16,25145,65
18574,Mixed Upland Hardwoods,16,949111,3291
18576,Loblolly Pine,15,357234,750
18581,Loblolly Pine,16,357234,750
18581,Mixed Upland Hardwoods,46,949111,3291
18582,Loblolly Pine,31,357234,750
18583,Loblolly Pine / Hardwood,16,73453,269
18585,Mixed Upland Hardwoods,16,949111,3291
18587,Mixed Upland Hardwoods,16,949111,3291
18588,Loblolly Pine,16,357234,750
18588,Loblolly Pine / Hardwood,15,73453,269
18593,Mixed Upland Hardwoods,47,949111,3291
18595,Mixed Upland Hardwoods,31,949111,3291
18598,Loblolly Pine,30,357234,750
18598,Mixed Upland Hardwoods,46,949111,3291
18599,Mixed Upland Hardwoods,15,949111,3291
18600,Mixed Upland Hardwoods,76,949111,3291
18601,Mixed Upland Hardwoods,61,949111,3291
18602,Loblolly Pine / Hardwood,15,73453,269
18608,Loblolly Pine,31,357234,750
18610,Mixed Upland Hardwoods,17,949111,3291
18619,Loblolly Pine,16,357234,750
18620,Loblolly Pine,46,357234,750
18622,Virginia Pine / Southern Red Oak,15,19632,66
18622,Mixed Upland Hardwoods,61,949111,3291
18622,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
18622,Sycamore / Pecan / American Elm,15,7296,88
18623,Mixed Upland Hardwoods,46,949111,3291
18624,Loblolly Pine,15,357234,750
18625,Loblolly Pine,16,357234,750
18625,Mixed Upland Hardwoods,75,949111,3291
18627,Mixed Upland Hardwoods,15,949111,3291
18630,Loblolly Pine / Hardwood,15,73453,269
18630,Mixed Upland Hardwoods,17,949111,3291
18632,Loblolly Pine,123,357234,750
18632,Mixed Upland Hardwoods,61,949111,3291
18633,Loblolly Pine,15,357234,750
18633,Mixed Upland Hardwoods,320,949111,3291
18639,Mixed Upland Hardwoods,15,949111,3291
18640,Mixed Upland Hardwoods,15,949111,3291
18642,Mixed Upland Hardwoods,16,949111,3291
18643,Loblolly Pine,46,357234,750
18643,Mixed Upland Hardwoods,47,949111,3291
18644,Loblolly Pine,16,357234,750
18644,Mixed Upland Hardwoods,15,949111,3291
18645,Mixed Upland Hardwoods,29,949111,3291
18647,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
18649,Loblolly Pine,46,357234,750
18650,Loblolly Pine,367,357234,750
18650,Loblolly Pine / Hardwood,98,73453,269
18653,Loblolly Pine,31,357234,750
18653,Mixed Upland Hardwoods,15,949111,3291
18654,Mixed Upland Hardwoods,16,949111,3291
18658,Mixed Upland Hardwoods,15,949111,3291
18661,Mixed Upland Hardwoods,31,949111,3291
18662,Loblolly Pine,31,357234,750
18662,Mixed Upland Hardwoods,15,949111,3291
18662,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
18669,Mixed Upland Hardwoods,537,949111,3291
18670,Mixed Upland Hardwoods,15,949111,3291
18671,Loblolly Pine,31,357234,750
18671,Mixed Upland Hardwoods,61,949111,3291
18675,Mixed Upland Hardwoods,31,949111,3291
18677,Mixed Upland Hardwoods,15,949111,3291
18679,Mixed Upland Hardwoods,31,949111,3291
18682,Loblolly Pine / Hardwood,16,73453,269
18683,Loblolly Pine,15,357234,750
18684,Loblolly Pine,62,357234,750
18684,Mixed Upland Hardwoods,62,949111,3291
18688,Mixed Upland Hardwoods,16,949111,3291
18689,Loblolly Pine,32,357234,750
18689,Mixed Upland Hardwoods,32,949111,3291
18689,Sweetgum / Nuttall Oak / Willow Oak,17,21784,138
18692,Loblolly Pine,16,357234,750
18697,Mixed Upland Hardwoods,15,949111,3291
18699,Loblolly Pine / Hardwood,16,73453,269
18701,Loblolly Pine,15,357234,750
18701,Mixed Upland Hardwoods,16,949111,3291
18702,Loblolly Pine,31,357234,750
18702,Loblolly Pine / Hardwood,15,73453,269
18702,Mixed Upland Hardwoods,76,949111,3291
18703,Loblolly Pine,15,357234,750
18707,Loblolly Pine,155,357234,750
18707,Mixed Upland Hardwoods,125,949111,3291
18707,Sweetgum / Nuttall Oak / Willow Oak,17,21784,138
18708,Loblolly Pine,15,357234,750
18709,Mixed Upland Hardwoods,15,949111,3291
18711,Loblolly Pine,139,357234,750
18712,Loblolly Pine,46,357234,750
18717,Mixed Upland Hardwoods,62,949111,3291
18718,Loblolly Pine / Hardwood,16,73453,269
18722,White Oak,15,9348,53
18726,Loblolly Pine,63,357234,750
18741,Mixed Upland Hardwoods,16,949111,3291
18742,Loblolly Pine,15,357234,750
18746,Mixed Upland Hardwoods,15,949111,3291
18748,Mixed Upland Hardwoods,16,949111,3291
18752,Mixed Upland Hardwoods,388,949111,3291
18753,Mixed Upland Hardwoods,31,949111,3291
18754,Loblolly Pine,48,357234,750
18754,Loblolly Pine / Hardwood,45,73453,269
18762,Loblolly Pine,30,357234,750
18764,Mixed Upland Hardwoods,152,949111,3291
18769,Loblolly Pine,31,357234,750
18769,Mixed Upland Hardwoods,15,949111,3291
18772,Mixed Upland Hardwoods,16,949111,3291
18774,Loblolly Pine / Hardwood,15,73453,269
18775,Loblolly Pine,47,357234,750
18779,Loblolly Pine,15,357234,750
18781,Loblolly Pine,90,357234,750
18781,Mixed Upland Hardwoods,47,949111,3291
18783,Mixed Upland Hardwoods,32,949111,3291
18785,Loblolly Pine,46,357234,750
18786,Mixed Upland Hardwoods,15,949111,3291
18789,White Oak / Red Oak / Hickory,16,115120,329
18789,White Oak,15,9348,53
18789,Mixed Upland Hardwoods,77,949111,3291
18789,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
18792,Loblolly Pine,16,357234,750
18792,Loblolly Pine / Hardwood,60,73453,269
18793,Loblolly Pine,109,357234,750
18801,Loblolly Pine,62,357234,750
18801,Mixed Upland Hardwoods,78,949111,3291
18806,Loblolly Pine,15,357234,750
18810,Loblolly Pine,31,357234,750
18810,Mixed Upland Hardwoods,31,949111,3291
18811,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
18814,Mixed Upland Hardwoods,15,949111,3291
18815,Mixed Upland Hardwoods,15,949111,3291
18817,Loblolly Pine,15,357234,750
18817,Mixed Upland Hardwoods,15,949111,3291
18818,Mixed Upland Hardwoods,15,949111,3291
18819,Loblolly Pine,15,357234,750
18819,Mixed Upland Hardwoods,31,949111,3291
18823,Mixed Upland Hardwoods,15,949111,3291
18824,Mixed Upland Hardwoods,30,949111,3291
18827,Loblolly Pine,61,357234,750
18827,Mixed Upland Hardwoods,61,949111,3291
18828,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
18830,Mixed Upland Hardwoods,34,949111,3291
18833,Mixed Upland Hardwoods,16,949111,3291
18835,Mixed Upland Hardwoods,16,949111,3291
18836,Mixed Upland Hardwoods,17,949111,3291
18839,Mixed Upland Hardwoods,16,949111,3291
18841,Mixed Upland Hardwoods,15,949111,3291
18842,Loblolly Pine,32,357234,750
18842,Mixed Upland Hardwoods,15,949111,3291
18845,Mixed Upland Hardwoods,354,949111,3291
18846,Mixed Upland Hardwoods,195,949111,3291
18849,Loblolly Pine,109,357234,750
18854,Loblolly Pine,154,357234,750
18854,Baldcypress / Water Tupelo,15,8150,30
18856,Loblolly Pine,157,357234,750
18856,Mixed Upland Hardwoods,244,949111,3291
18857,Loblolly Pine,338,357234,750
18857,Mixed Upland Hardwoods,137,949111,3291
18861,Loblolly Pine,111,357234,750
18862,Mixed Upland Hardwoods,48,949111,3291
18863,Loblolly Pine,46,357234,750
18863,Mixed Upland Hardwoods,16,949111,3291
18865,Mixed Upland Hardwoods,63,949111,3291
18866,Loblolly Pine,16,357234,750
18866,Mixed Upland Hardwoods,15,949111,3291
18867,Mixed Upland Hardwoods,17,949111,3291
18872,Mixed Upland Hardwoods,16,949111,3291
18876,Mixed Upland Hardwoods,109,949111,3291
18877,Mixed Upland Hardwoods,15,949111,3291
18879,Mixed Upland Hardwoods,15,949111,3291
18880,Mixed Upland Hardwoods,32,949111,3291
18882,Baldcypress / Water Tupelo,31,8150,30
18886,Mixed Upland Hardwoods,15,949111,3291
18889,Mixed Upland Hardwoods,80,949111,3291
18895,Mixed Upland Hardwoods,16,949111,3291
18896,Loblolly Pine,31,357234,750
18899,Loblolly Pine,123,357234,750
18899,Loblolly Pine / Hardwood,76,73453,269
18900,Mixed Upland Hardwoods,47,949111,3291
18903,Loblolly Pine,31,357234,750
18905,Loblolly Pine,16,357234,750
18905,Mixed Upland Hardwoods,94,949111,3291
18907,Loblolly Pine,94,357234,750
18907,Loblolly Pine / Hardwood,32,73453,269
18910,Loblolly Pine,15,357234,750
18913,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
18914,Mixed Upland Hardwoods,15,949111,3291
18919,Loblolly Pine,16,357234,750
18920,Mixed Upland Hardwoods,15,949111,3291
18922,Mixed Upland Hardwoods,15,949111,3291
18926,Mixed Upland Hardwoods,16,949111,3291
18929,Loblolly Pine,92,357234,750
18929,Mixed Upland Hardwoods,121,949111,3291
18929,Sweetgum / Nuttall Oak / Willow Oak,30,21784,138
18931,Loblolly Pine,5810,357234,750
18931,Loblolly Pine / Hardwood,1476,73453,269
18931,Sweetgum / Yellow-poplar,16,512092,300
18931,Mixed Upland Hardwoods,1393,949111,3291
18931,Sweetgum / Nuttall Oak / Willow Oak,17,21784,138
18931,Baldcypress / Water Tupelo,17,8150,30
18931,Sweetbay / Swamp Tupelo / Red Maple,740,25145,65
18931,Sugarberry / Hackberry / Elm / Green Ash,17,326,6
18932,Mixed Upland Hardwoods,45,949111,3291
18935,Mixed Upland Hardwoods,15,949111,3291
18938,Loblolly Pine,295,357234,750
18938,Mixed Upland Hardwoods,140,949111,3291
18940,Loblolly Pine,31,357234,750
18940,Mixed Upland Hardwoods,280,949111,3291
18941,Mixed Upland Hardwoods,46,949111,3291
18943,Mixed Upland Hardwoods,16,949111,3291
18944,Loblolly Pine,15,357234,750
18945,Mixed Upland Hardwoods,15,949111,3291
18948,Loblolly Pine,16,357234,750
18950,Mixed Upland Hardwoods,15,949111,3291
18951,Loblolly Pine,137,357234,750
18951,Mixed Upland Hardwoods,154,949111,3291
18957,Mixed Upland Hardwoods,16,949111,3291
18958,Loblolly Pine,373,357234,750
18958,Mixed Upland Hardwoods,153,949111,3291
18959,Loblolly Pine / Hardwood,15,73453,269
18964,Mixed Upland Hardwoods,16,949111,3291
18969,Loblolly Pine,31,357234,750
18975,Mixed Upland Hardwoods,15,949111,3291
18976,Loblolly Pine,33,357234,750
18976,Mixed Upland Hardwoods,15,949111,3291
18979,Mixed Upland Hardwoods,15,949111,3291
18980,Mixed Upland Hardwoods,15,949111,3291
18983,Mixed Upland Hardwoods,15,949111,3291
18986,Loblolly Pine,171,357234,750
18986,Mixed Upland Hardwoods,81,949111,3291
18986,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
18987,Loblolly Pine,15,357234,750
18989,Loblolly Pine,532,357234,750
18989,Loblolly Pine / Hardwood,339,73453,269
18990,Loblolly Pine,30,357234,750
18991,Loblolly Pine,30,357234,750
18993,Mixed Upland Hardwoods,16,949111,3291
18994,Mixed Upland Hardwoods,15,949111,3291
18997,Mixed Upland Hardwoods,15,949111,3291
19002,Loblolly Pine,15,357234,750
19002,Mixed Upland Hardwoods,32,949111,3291
19002,Sweetgum / Nuttall Oak / Willow Oak,31,21784,138
19003,Mixed Upland Hardwoods,79,949111,3291
19007,Mixed Upland Hardwoods,30,949111,3291
19013,Loblolly Pine,16,357234,750
19015,Loblolly Pine,31,357234,750
19015,Mixed Upland Hardwoods,49,949111,3291
19016,Mixed Upland Hardwoods,16,949111,3291
19017,Loblolly Pine,15,357234,750
19017,Mixed Upland Hardwoods,60,949111,3291
19022,Mixed Upland Hardwoods,15,949111,3291
19043,Sweetbay / Swamp Tupelo / Red Maple,15,25145,65
19045,Mixed Upland Hardwoods,15,949111,3291
19053,Mixed Upland Hardwoods,31,949111,3291
19055,Mixed Upland Hardwoods,16,949111,3291
19061,Loblolly Pine,45,357234,750
19061,Mixed Upland Hardwoods,215,949111,3291
19065,Mixed Upland Hardwoods,31,949111,3291
19066,Mixed Upland Hardwoods,25,949111,3291
19068,Mixed Upland Hardwoods,15,949111,3291
19071,Mixed Upland Hardwoods,60,949111,3291
19074,Mixed Upland Hardwoods,15,949111,3291
19084,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19087,Loblolly Pine,30,357234,750
19087,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19092,Loblolly Pine,62,357234,750
19092,Mixed Upland Hardwoods,46,949111,3291
19096,Mixed Upland Hardwoods,276,949111,3291
19097,Loblolly Pine,30,357234,750
19097,Mixed Upland Hardwoods,108,949111,3291
19099,Mixed Upland Hardwoods,16,949111,3291
19107,Mixed Upland Hardwoods,16,949111,3291
19114,Mixed Upland Hardwoods,15,949111,3291
19116,Mixed Upland Hardwoods,14,949111,3291
19117,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19120,Loblolly Pine,385,357234,750
19120,Mixed Upland Hardwoods,249,949111,3291
19121,Loblolly Pine,123,357234,750
19121,Loblolly Pine / Hardwood,30,73453,269
19121,Mixed Upland Hardwoods,32,949111,3291
19126,Mixed Upland Hardwoods,15,949111,3291
19127,Loblolly Pine,78,357234,750
19127,Loblolly Pine / Hardwood,46,73453,269
19127,Mixed Upland Hardwoods,15,949111,3291
19128,Mixed Upland Hardwoods,31,949111,3291
19128,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19129,Mixed Upland Hardwoods,15,949111,3291
19132,Mixed Upland Hardwoods,16,949111,3291
19133,Loblolly Pine,75,357234,750
19135,White Oak / Red Oak / Hickory,31,115120,329
19135,White Oak,62,9348,53
19135,Mixed Upland Hardwoods,15,949111,3291
19135,Sweetgum / Nuttall Oak / Willow Oak,30,21784,138
19136,Sweetgum / Nuttall Oak / Willow Oak,31,21784,138
19137,Mixed Upland Hardwoods,15,949111,3291
19140,Mixed Upland Hardwoods,61,949111,3291
19147,Mixed Upland Hardwoods,63,949111,3291
19149,Loblolly Pine,30,357234,750
19149,Mixed Upland Hardwoods,16,949111,3291
19149,Sweetgum / Nuttall Oak / Willow Oak,32,21784,138
19151,Mixed Upland Hardwoods,45,949111,3291
19154,Mixed Upland Hardwoods,16,949111,3291
19157,Mixed Upland Hardwoods,15,949111,3291
19159,Loblolly Pine,31,357234,750
19161,Mixed Upland Hardwoods,16,949111,3291
19162,Loblolly Pine,16,357234,750
19162,Mixed Upland Hardwoods,47,949111,3291
19162,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19164,Loblolly Pine,745,357234,750
19164,Loblolly Pine / Hardwood,31,73453,269
19164,Mixed Upland Hardwoods,555,949111,3291
19164,Sweetbay / Swamp Tupelo / Red Maple,73,25145,65
19170,Loblolly Pine,15,357234,750
19170,Mixed Upland Hardwoods,47,949111,3291
19171,Loblolly Pine,32,357234,750
19171,Mixed Upland Hardwoods,15,949111,3291
19175,Mixed Upland Hardwoods,17,949111,3291
19178,Loblolly Pine,16,357234,750
19180,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19184,Mixed Upland Hardwoods,17,949111,3291
19192,Mixed Upland Hardwoods,15,949111,3291
19200,Mixed Upland Hardwoods,46,949111,3291
19205,Loblolly Pine,9,357234,750
19206,Loblolly Pine,16,357234,750
19207,Loblolly Pine / Hardwood,31,73453,269
19210,Mixed Upland Hardwoods,30,949111,3291
19210,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
19212,Loblolly Pine,15,357234,750
19212,Mixed Upland Hardwoods,17,949111,3291
19214,Mixed Upland Hardwoods,78,949111,3291
19216,Loblolly Pine,47,357234,750
19218,Mixed Upland Hardwoods,16,949111,3291
19218,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19219,Loblolly Pine,60,357234,750
19221,Loblolly Pine,16,357234,750
19222,White Oak,15,9348,53
19223,Loblolly Pine,31,357234,750
19223,Mixed Upland Hardwoods,31,949111,3291
19224,White Oak,15,9348,53
19227,Mixed Upland Hardwoods,17,949111,3291
19229,Loblolly Pine,16,357234,750
19233,Virginia Pine,16,18108,91
19233,Mixed Upland Hardwoods,61,949111,3291
19234,Loblolly Pine,31,357234,750
19245,Loblolly Pine / Hardwood,31,73453,269
19245,Baldcypress / Water Tupelo,15,8150,30
19246,Mixed Upland Hardwoods,16,949111,3291
19248,Sycamore / Pecan / American Elm,16,7296,88
19255,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19258,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19258,Sycamore / Pecan / American Elm,16,7296,88
19259,Loblolly Pine,92,357234,750
19259,Loblolly Pine / Hardwood,77,73453,269
19260,Mixed Upland Hardwoods,31,949111,3291
19262,Loblolly Pine,31,357234,750
19273,Mixed Upland Hardwoods,15,949111,3291
19274,Loblolly Pine / Hardwood,15,73453,269
19281,Mixed Upland Hardwoods,15,949111,3291
19292,Mixed Upland Hardwoods,15,949111,3291
19297,Loblolly Pine,293,357234,750
19297,Loblolly Pine / Hardwood,416,73453,269
19301,Mixed Upland Hardwoods,15,949111,3291
19302,Mixed Upland Hardwoods,77,949111,3291
19304,Loblolly Pine,138,357234,750
19304,Mixed Upland Hardwoods,48,949111,3291
19305,Mixed Upland Hardwoods,47,949111,3291
19308,Mixed Upland Hardwoods,16,949111,3291
19309,Loblolly Pine,123,357234,750
19309,Loblolly Pine / Hardwood,61,73453,269
19316,Loblolly Pine,76,357234,750
19316,Mixed Upland Hardwoods,45,949111,3291
19319,Mixed Upland Hardwoods,15,949111,3291
19319,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
19323,Loblolly Pine / Hardwood,28,73453,269
19324,Mixed Upland Hardwoods,17,949111,3291
19328,Loblolly Pine,31,357234,750
19329,Loblolly Pine,15,357234,750
19329,Loblolly Pine / Hardwood,15,73453,269
19329,Mixed Upland Hardwoods,31,949111,3291
19335,White Oak / Red Oak / Hickory,15,115120,329
19336,Loblolly Pine,724,357234,750
19336,Loblolly Pine / Hardwood,185,73453,269
19336,Mixed Upland Hardwoods,15,949111,3291
19338,Mixed Upland Hardwoods,32,949111,3291
19339,Loblolly Pine / Hardwood,15,73453,269
19340,Loblolly Pine,15,357234,750
19340,Mixed Upland Hardwoods,31,949111,3291
19345,White Oak / Red Oak / Hickory,15,115120,329
19345,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19348,Mixed Upland Hardwoods,31,949111,3291
19348,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19349,Loblolly Pine,15,357234,750
19350,Mixed Upland Hardwoods,30,949111,3291
19352,Loblolly Pine,76,357234,750
19352,Loblolly Pine / Hardwood,15,73453,269
19355,Mixed Upland Hardwoods,15,949111,3291
19356,Mixed Upland Hardwoods,15,949111,3291
19359,Loblolly Pine,31,357234,750
19359,Loblolly Pine / Hardwood,15,73453,269
19359,Mixed Upland Hardwoods,124,949111,3291
19359,Sweetbay / Swamp Tupelo / Red Maple,153,25145,65
19360,Mixed Upland Hardwoods,16,949111,3291
19361,Mixed Upland Hardwoods,15,949111,3291
19368,Mixed Upland Hardwoods,15,949111,3291
19369,Mixed Upland Hardwoods,15,949111,3291
19370,Mixed Upland Hardwoods,15,949111,3291
19373,Mixed Upland Hardwoods,18,949111,3291
19377,Loblolly Pine,15,357234,750
19378,Loblolly Pine,62,357234,750
19380,Loblolly Pine,32,357234,750
19380,Mixed Upland Hardwoods,244,949111,3291
19383,Loblolly Pine,384,357234,750
19383,Loblolly Pine / Hardwood,141,73453,269
19392,Mixed Upland Hardwoods,31,949111,3291
19393,Mixed Upland Hardwoods,15,949111,3291
19405,Mixed Upland Hardwoods,16,949111,3291
19405,Red Maple / Upland,15,584,18
19407,Mixed Upland Hardwoods,14,949111,3291
19408,Loblolly Pine,31,357234,750
19409,Sweetbay / Swamp Tupelo / Red Maple,16,25145,65
19413,Loblolly Pine,33563,357234,750
19413,Loblolly Pine / Hardwood,1440,73453,269
19413,Sassafras / Persimmon,15,1204,15
19413,Sweetgum / Yellow-poplar,33,512092,300
19413,Mixed Upland Hardwoods,16220,949111,3291
19413,Swamp Chestnut Oak / Cherrybark Oak,158,2256,18
19413,Sweetgum / Nuttall Oak / Willow Oak,565,21784,138
19413,Baldcypress / Water Tupelo,396,8150,30
19413,Sweetbay / Swamp Tupelo / Red Maple,2707,25145,65
19413,Black Ash / American Elm / Red Maple,15,6349,106
19414,Mixed Upland Hardwoods,16,949111,3291
19416,Mixed Upland Hardwoods,15,949111,3291
19417,Mixed Upland Hardwoods,31,949111,3291
19419,Loblolly Pine / Hardwood,15,73453,269
19419,Mixed Upland Hardwoods,62,949111,3291
19424,Loblolly Pine,78,357234,750
19424,Loblolly Pine / Hardwood,15,73453,269
19426,Loblolly Pine,138,357234,750
19426,Loblolly Pine / Hardwood,47,73453,269
19427,Loblolly Pine,46,357234,750
19427,Loblolly Pine / Hardwood,15,73453,269
19427,Mixed Upland Hardwoods,63,949111,3291
19428,Mixed Upland Hardwoods,45,949111,3291
19429,Loblolly Pine,215,357234,750
19429,Loblolly Pine / Hardwood,61,73453,269
19429,Mixed Upland Hardwoods,16,949111,3291
19447,Mixed Upland Hardwoods,15,949111,3291
19453,Loblolly Pine,15,357234,750
19454,Mixed Upland Hardwoods,15,949111,3291
19458,Mixed Upland Hardwoods,17,949111,3291
19459,Sweetbay / Swamp Tupelo / Red Maple,46,25145,65
19463,Loblolly Pine,31,357234,750
19464,Loblolly Pine,46,357234,750
19469,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
19472,Mixed Upland Hardwoods,15,949111,3291
19473,Loblolly Pine,31,357234,750
19475,Mixed Upland Hardwoods,16,949111,3291
19477,Mixed Upland Hardwoods,15,949111,3291
19485,Mixed Upland Hardwoods,15,949111,3291
19487,Loblolly Pine,381,357234,750
19487,Loblolly Pine / Hardwood,203,73453,269
19487,Mixed Upland Hardwoods,1490,949111,3291
19487,Sweetgum / Nuttall Oak / Willow Oak,124,21784,138
19490,Loblolly Pine,31,357234,750
19493,Loblolly Pine,15,357234,750
19497,Loblolly Pine,198,357234,750
19500,Virginia Pine,31,18108,91
19500,Loblolly Pine / Hardwood,15,73453,269
19500,Mixed Upland Hardwoods,31,949111,3291
19502,Loblolly Pine,31,357234,750
19503,Mixed Upland Hardwoods,30,949111,3291
19504,Loblolly Pine,17,357234,750
19512,Loblolly Pine / Hardwood,30,73453,269
19517,Loblolly Pine,44,357234,750
19517,Loblolly Pine / Hardwood,15,73453,269
19517,Mixed Upland Hardwoods,63,949111,3291
19518,Loblolly Pine,17,357234,750
19521,Mixed Upland Hardwoods,15,949111,3291
19525,Loblolly Pine,16,357234,750
19528,Loblolly Pine,16,357234,750
19531,Black Ash / American Elm / Red Maple,16,6349,106
19534,Loblolly Pine,93,357234,750
19534,Loblolly Pine / Hardwood,31,73453,269
19538,Mixed Upland Hardwoods,0,949111,3291
19541,Loblolly Pine,15,357234,750
19542,Loblolly Pine / Hardwood,15,73453,269
19543,Loblolly Pine / Hardwood,15,73453,269
19543,White Oak / Red Oak / Hickory,15,115120,329
19543,Mixed Upland Hardwoods,45,949111,3291
19550,Red Maple / Upland,16,584,18
19558,Mixed Upland Hardwoods,16,949111,3291
19559,Mixed Upland Hardwoods,15,949111,3291
19564,Mixed Upland Hardwoods,45,949111,3291
19568,Loblolly Pine,33,357234,750
19578,Sweetbay / Swamp Tupelo / Red Maple,15,25145,65
19583,Loblolly Pine,693,357234,750
19583,Loblolly Pine / Hardwood,233,73453,269
19583,Mixed Upland Hardwoods,122,949111,3291
19586,Mixed Upland Hardwoods,29,949111,3291
19588,Loblolly Pine,15,357234,750
19588,Mixed Upland Hardwoods,16,949111,3291
19592,Mixed Upland Hardwoods,405,949111,3291
19593,Loblolly Pine,30,357234,750
19593,Mixed Upland Hardwoods,910,949111,3291
19593,Sweetgum / Nuttall Oak / Willow Oak,76,21784,138
19598,Mixed Upland Hardwoods,32,949111,3291
19600,Loblolly Pine,38593,357234,750
19600,Loblolly Pine / Hardwood,1268,73453,269
19600,Mixed Upland Hardwoods,11440,949111,3291
19600,Swamp Chestnut Oak / Cherrybark Oak,1082,2256,18
19600,Sweetgum / Nuttall Oak / Willow Oak,7676,21784,138
19600,Black Ash / American Elm / Red Maple,30,6349,106
19600,Red Maple / Lowland,33,2511,43
19602,Loblolly Pine,15,357234,750
19602,Mixed Upland Hardwoods,75,949111,3291
19608,Loblolly Pine / Hardwood,16,73453,269
19608,Mixed Upland Hardwoods,32,949111,3291
19616,Loblolly Pine,30,357234,750
19616,Mixed Upland Hardwoods,16,949111,3291
19624,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
19635,Mixed Upland Hardwoods,30,949111,3291
19637,Mixed Upland Hardwoods,16,949111,3291
19639,Mixed Upland Hardwoods,16,949111,3291
19645,Mixed Upland Hardwoods,46,949111,3291
19646,Loblolly Pine,7584,357234,750
19646,Loblolly Pine / Hardwood,278,73453,269
19646,Mixed Upland Hardwoods,1968,949111,3291
19646,Baldcypress / Water Tupelo,15,8150,30
19646,Sweetbay / Swamp Tupelo / Red Maple,47,25145,65
19650,Mixed Upland Hardwoods,16,949111,3291
19658,Sweetbay / Swamp Tupelo / Red Maple,76,25145,65
19662,Swamp Chestnut Oak / Cherrybark Oak,15,2256,18
19667,Mixed Upland Hardwoods,15,949111,3291
19669,Mixed Upland Hardwoods,16,949111,3291
19677,Mixed Upland Hardwoods,16,949111,3291
19678,Sweetbay / Swamp Tupelo / Red Maple,27,25145,65
19679,Baldcypress / Water Tupelo,30,8150,30
19686,Loblolly Pine,15,357234,750
19687,Mixed Upland Hardwoods,31,949111,3291
19689,Mixed Upland Hardwoods,16,949111,3291
19691,Loblolly Pine,15,357234,750
19691,Mixed Upland Hardwoods,15,949111,3291
19698,Mixed Upland Hardwoods,16,949111,3291
19700,Mixed Upland Hardwoods,16,949111,3291
19703,Loblolly Pine,17,357234,750
19715,Loblolly Pine,15,357234,750
19718,Loblolly Pine,2176,357234,750
19718,Loblolly Pine / Hardwood,63,73453,269
19718,Mixed Upland Hardwoods,1967,949111,3291
19718,Sweetbay / Swamp Tupelo / Red Maple,30,25145,65
19718,Red Maple / Lowland,457,2511,43
19721,Loblolly Pine,1051,357234,750
19721,Loblolly Pine / Hardwood,126,73453,269
19721,Mixed Upland Hardwoods,1202,949111,3291
19721,Swamp Chestnut Oak / Cherrybark Oak,15,2256,18
19721,Baldcypress / Water Tupelo,78,8150,30
19725,Mixed Upland Hardwoods,77,949111,3291
19727,Mixed Upland Hardwoods,31,949111,3291
19728,Mixed Upland Hardwoods,30,949111,3291
19731,Mixed Upland Hardwoods,61,949111,3291
19735,Mixed Upland Hardwoods,61,949111,3291
19738,Mixed Upland Hardwoods,16,949111,3291
