patch_id,FIA_Forest_Type,patch_acres,acres,num_patches
15581,Mixed Upland Hardwoods,231,949111,3291
15582,Sweetgum / Yellow-poplar,15,512092,300
15582,Mixed Upland Hardwoods,62,949111,3291
15586,Mixed Upland Hardwoods,154,949111,3291
15587,Black Ash / American Elm / Red Maple,16,6349,106
15590,Mixed Upland Hardwoods,31,949111,3291
15591,Mixed Upland Hardwoods,15,949111,3291
15594,White Oak / Red Oak / Hickory,15,115120,329
15594,Mixed Upland Hardwoods,124,949111,3291
15598,Black Locust,16,840,24
15599,Mixed Upland Hardwoods,15,949111,3291
15600,Mixed Upland Hardwoods,15,949111,3291
15601,Virginia Pine,46,18108,91
15601,Chestnut Oak,16,32022,87
15601,White Oak / Red Oak / Hickory,801,115120,329
15601,Yellow-poplar / White Oak / Red Oak,93,16541,139
15601,Sassafras / Persimmon,493,1204,15
15601,Red Maple / Oak,773,9392,92
15601,Mixed Upland Hardwoods,1254,949111,3291
15602,Mixed Upland Hardwoods,15,949111,3291
15602,Sycamore / Pecan / American Elm,94,7296,88
15603,Mixed Upland Hardwoods,107,949111,3291
15603,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
15603,Black Ash / American Elm / Red Maple,15,6349,106
15605,Mixed Upland Hardwoods,16,949111,3291
15612,White Oak / Red Oak / Hickory,15,115120,329
15612,Red Maple / Oak,46,9392,92
15612,Mixed Upland Hardwoods,16,949111,3291
15613,Mixed Upland Hardwoods,15,949111,3291
15615,Mixed Upland Hardwoods,15,949111,3291
15616,White Oak / Red Oak / Hickory,31,115120,329
15616,Mixed Upland Hardwoods,402,949111,3291
15620,Mixed Upland Hardwoods,16,949111,3291
15621,Black Ash / American Elm / Red Maple,15,6349,106
15625,Mixed Upland Hardwoods,15,949111,3291
15626,Mixed Upland Hardwoods,47,949111,3291
15627,Virginia Pine,31,18108,91
15627,White Oak / Red Oak / Hickory,46,115120,329
15627,White Oak,16,9348,53
15627,Mixed Upland Hardwoods,2149,949111,3291
15629,Yellow-poplar / White Oak / Red Oak,16,16541,139
15629,Mixed Upland Hardwoods,108,949111,3291
15630,Black Cherry,16,77569,93
15632,Mixed Upland Hardwoods,1250,949111,3291
15632,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
15634,Virginia Pine / Southern Red Oak,15,19632,66
15634,Mixed Upland Hardwoods,31,949111,3291
15635,Mixed Upland Hardwoods,47,949111,3291
15638,Mixed Upland Hardwoods,15,949111,3291
15639,Black Ash / American Elm / Red Maple,16,6349,106
15640,Mixed Upland Hardwoods,15,949111,3291
15644,Mixed Upland Hardwoods,31,949111,3291
15647,Loblolly Pine,15,357234,750
15647,Mixed Upland Hardwoods,46,949111,3291
15648,Mixed Upland Hardwoods,15,949111,3291
15651,Mixed Upland Hardwoods,16,949111,3291
15652,Mixed Upland Hardwoods,16,949111,3291
15653,Mixed Upland Hardwoods,16,949111,3291
15655,Mixed Upland Hardwoods,31,949111,3291
15657,Mixed Upland Hardwoods,47,949111,3291
15659,Mixed Upland Hardwoods,16,949111,3291
15664,Mixed Upland Hardwoods,16,949111,3291
15665,Black Ash / American Elm / Red Maple,16,6349,106
15666,Mixed Upland Hardwoods,61,949111,3291
15667,Red Maple / Oak,77,9392,92
15667,Mixed Upland Hardwoods,15,949111,3291
15670,Mixed Upland Hardwoods,16,949111,3291
15671,Mixed Upland Hardwoods,16,949111,3291
15674,Mixed Upland Hardwoods,15,949111,3291
15680,White Oak / Red Oak / Hickory,47,115120,329
15680,Mixed Upland Hardwoods,78,949111,3291
15684,White Oak / Red Oak / Hickory,16,115120,329
15685,Yellow-poplar / White Oak / Red Oak,16,16541,139
15685,Mixed Upland Hardwoods,62,949111,3291
15686,Mixed Upland Hardwoods,15,949111,3291
15691,Mixed Upland Hardwoods,16,949111,3291
15693,White Oak / Red Oak / Hickory,16,115120,329
15693,Sweetgum / Yellow-poplar,30,512092,300
15693,Mixed Upland Hardwoods,756,949111,3291
15693,Black Ash / American Elm / Red Maple,16,6349,106
15695,Black Cherry,15,77569,93
15696,Mixed Upland Hardwoods,15,949111,3291
15697,White Oak / Red Oak / Hickory,15,115120,329
15697,Mixed Upland Hardwoods,46,949111,3291
15698,Mixed Upland Hardwoods,15,949111,3291
15698,Black Ash / American Elm / Red Maple,16,6349,106
15698,Black Cherry,15,77569,93
15705,Mixed Upland Hardwoods,63,949111,3291
15706,Loblolly Pine,15,357234,750
15706,White Oak / Red Oak / Hickory,46,115120,329
15706,Mixed Upland Hardwoods,2031,949111,3291
15706,Black Ash / American Elm / Red Maple,48,6349,106
15706,Black Cherry,16,77569,93
15708,Mixed Upland Hardwoods,46,949111,3291
15709,Mixed Upland Hardwoods,16,949111,3291
15712,Virginia Pine,15,18108,91
15713,Mixed Upland Hardwoods,16,949111,3291
15714,Mixed Upland Hardwoods,16,949111,3291
15715,Loblolly Pine,15,357234,750
15715,Sweetgum / Yellow-poplar,16,512092,300
15715,Mixed Upland Hardwoods,736,949111,3291
15715,Sweetgum / Nuttall Oak / Willow Oak,16,21784,138
15718,Red Maple / Oak,15,9392,92
15718,Mixed Upland Hardwoods,61,949111,3291
15719,Mixed Upland Hardwoods,15,949111,3291
15722,Mixed Upland Hardwoods,15,949111,3291
15727,White Oak / Red Oak / Hickory,30,115120,329
15727,Mixed Upland Hardwoods,15,949111,3291
15727,Black Ash / American Elm / Red Maple,15,6349,106
15727,Black Cherry,17,77569,93
15729,Mixed Upland Hardwoods,93,949111,3291
15730,Mixed Upland Hardwoods,16,949111,3291
15731,White Oak / Red Oak / Hickory,31,115120,329
15732,Mixed Upland Hardwoods,16,949111,3291
15732,Black Ash / American Elm / Red Maple,31,6349,106
15734,Mixed Upland Hardwoods,62,949111,3291
15735,Black Cherry,16,77569,93
15737,Mixed Upland Hardwoods,15,949111,3291
15738,Mixed Upland Hardwoods,15,949111,3291
15740,Mixed Upland Hardwoods,31,949111,3291
15742,Loblolly Pine,19,357234,750
15742,Virginia Pine,61,18108,91
15742,Eastern Redcedar,53,283,7
15742,Virginia Pine / Southern Red Oak,61,19632,66
15742,White Oak / Red Oak / Hickory,1583,115120,329
15742,Yellow-poplar / White Oak / Red Oak,61,16541,139
15742,Sweetgum / Yellow-poplar,30,512092,300
15742,Black Locust,1,840,24
15742,Mixed Upland Hardwoods,679,949111,3291
15742,Sweetgum / Nuttall Oak / Willow Oak,7,21784,138
15742,Sycamore / Pecan / American Elm,228,7296,88
15743,Mixed Upland Hardwoods,15,949111,3291
15747,Mixed Upland Hardwoods,31,949111,3291
15750,White Oak / Red Oak / Hickory,46,115120,329
15750,Yellow-poplar / White Oak / Red Oak,30,16541,139
15750,Mixed Upland Hardwoods,357,949111,3291
15751,White Oak / Red Oak / Hickory,16,115120,329
15751,Mixed Upland Hardwoods,16,949111,3291
15753,Red Maple / Oak,62,9392,92
15754,Virginia Pine,32,18108,91
15754,Sycamore / Pecan / American Elm,136,7296,88
15754,Red Maple / Lowland,15,2511,43
15756,Mixed Upland Hardwoods,15,949111,3291
15756,Black Ash / American Elm / Red Maple,31,6349,106
15758,Mixed Upland Hardwoods,124,949111,3291
15759,Mixed Upland Hardwoods,139,949111,3291
15760,Mixed Upland Hardwoods,17,949111,3291
15761,Mixed Upland Hardwoods,16,949111,3291
15762,White Oak / Red Oak / Hickory,16,115120,329
15762,Mixed Upland Hardwoods,15,949111,3291
15767,Mixed Upland Hardwoods,31,949111,3291
15771,Mixed Upland Hardwoods,16,949111,3291
15774,Mixed Upland Hardwoods,16,949111,3291
15775,Mixed Upland Hardwoods,16,949111,3291
15776,Mixed Upland Hardwoods,15,949111,3291
15777,Mixed Upland Hardwoods,571,949111,3291
15777,Sweetbay / Swamp Tupelo / Red Maple,16,25145,65
15778,Mixed Upland Hardwoods,16,949111,3291
15781,Mixed Upland Hardwoods,30,949111,3291
15782,Mixed Upland Hardwoods,15,949111,3291
15785,Mixed Upland Hardwoods,15,949111,3291
15786,White Oak / Red Oak / Hickory,31,115120,329
15786,Mixed Upland Hardwoods,15,949111,3291
15787,Mixed Upland Hardwoods,16,949111,3291
15792,Virginia Pine,61,18108,91
15792,Mixed Upland Hardwoods,32,949111,3291
15794,Mixed Upland Hardwoods,30,949111,3291
15795,Mixed Upland Hardwoods,16,949111,3291
15796,Mixed Upland Hardwoods,31,949111,3291
15797,Mixed Upland Hardwoods,244,949111,3291
15797,Black Ash / American Elm / Red Maple,16,6349,106
15801,Mixed Upland Hardwoods,31,949111,3291
15803,Mixed Upland Hardwoods,15,949111,3291
15804,Mixed Upland Hardwoods,31,949111,3291
15805,Mixed Upland Hardwoods,15,949111,3291
15810,Mixed Upland Hardwoods,93,949111,3291
15811,Mixed Upland Hardwoods,31,949111,3291
15812,Virginia Pine,16,18108,91
15816,White Oak / Red Oak / Hickory,15,115120,329
15819,Virginia Pine / Southern Red Oak,16,19632,66
15819,White Oak / Red Oak / Hickory,648,115120,329
15819,Yellow-poplar / White Oak / Red Oak,15,16541,139
15819,Red Maple / Oak,232,9392,92
15819,Mixed Upland Hardwoods,1422,949111,3291
15820,Mixed Upland Hardwoods,15,949111,3291
15821,Mixed Upland Hardwoods,16,949111,3291
15831,Red Maple / Oak,16,9392,92
15832,Mixed Upland Hardwoods,16,949111,3291
15833,Mixed Upland Hardwoods,15,949111,3291
15834,White Oak / Red Oak / Hickory,31,115120,329
15835,Virginia Pine,663,18108,91
15835,Virginia Pine / Southern Red Oak,15,19632,66
15835,Sweetgum / Yellow-poplar,31,512092,300
15835,Mixed Upland Hardwoods,944,949111,3291
15835,Sycamore / Pecan / American Elm,30,7296,88
15836,Red Maple / Lowland,31,2511,43
15839,White Oak / Red Oak / Hickory,47,115120,329
15839,Red Maple / Oak,171,9392,92
15839,Mixed Upland Hardwoods,76,949111,3291
15840,Mixed Upland Hardwoods,31,949111,3291
15841,Chestnut Oak,15,32022,87
15843,White Oak / Red Oak / Hickory,16,115120,329
15847,Red Maple / Oak,124,9392,92
15850,Virginia Pine,16,18108,91
15852,White Oak,16,9348,53
15852,Mixed Upland Hardwoods,292,949111,3291
15856,White Oak / Red Oak / Hickory,77,115120,329
15856,Mixed Upland Hardwoods,31,949111,3291
15857,White Oak / Red Oak / Hickory,62,115120,329
15857,Red Maple / Oak,386,9392,92
15857,Mixed Upland Hardwoods,31,949111,3291
15858,Virginia Pine / Southern Red Oak,15,19632,66
15858,Mixed Upland Hardwoods,16,949111,3291
15863,Mixed Upland Hardwoods,16,949111,3291
15864,Mixed Upland Hardwoods,15,949111,3291
15865,Red Maple / Oak,32,9392,92
15866,Mixed Upland Hardwoods,15,949111,3291
15868,Mixed Upland Hardwoods,16,949111,3291
15871,Mixed Upland Hardwoods,31,949111,3291
15872,Red Maple / Oak,16,9392,92
15873,Mixed Upland Hardwoods,31,949111,3291
15874,Virginia Pine,16,18108,91
15877,Mixed Upland Hardwoods,15,949111,3291
15882,Mixed Upland Hardwoods,62,949111,3291
15883,Mixed Upland Hardwoods,30,949111,3291
15886,Mixed Upland Hardwoods,15,949111,3291
15887,Mixed Upland Hardwoods,323,949111,3291
15888,Red Maple / Oak,556,9392,92
15888,Mixed Upland Hardwoods,47,949111,3291
15889,Red Maple / Oak,15,9392,92
15896,Mixed Upland Hardwoods,15,949111,3291
15897,Mixed Upland Hardwoods,15,949111,3291
15898,Mixed Upland Hardwoods,1007,949111,3291
15898,Sycamore / Pecan / American Elm,15,7296,88
15906,Mixed Upland Hardwoods,16,949111,3291
15907,Black Cherry,15,77569,93
15911,Mixed Upland Hardwoods,16,949111,3291
15914,Red Maple / Oak,16,9392,92
15917,Mixed Upland Hardwoods,15,949111,3291
15918,Mixed Upland Hardwoods,2183,949111,3291
15923,Mixed Upland Hardwoods,15,949111,3291
15924,Mixed Upland Hardwoods,16,949111,3291
15927,Mixed Upland Hardwoods,15,949111,3291
15928,Mixed Upland Hardwoods,31,949111,3291
15931,Mixed Upland Hardwoods,17,949111,3291
15932,Loblolly Pine,16,357234,750
15932,Virginia Pine,92,18108,91
15932,Mixed Upland Hardwoods,215,949111,3291
15933,Mixed Upland Hardwoods,16,949111,3291
15937,Mixed Upland Hardwoods,14,949111,3291
15938,Mixed Upland Hardwoods,77,949111,3291
15941,Mixed Upland Hardwoods,31,949111,3291
15944,Mixed Upland Hardwoods,16,949111,3291
15945,Mixed Upland Hardwoods,16,949111,3291
15948,Mixed Upland Hardwoods,15,949111,3291
15949,Mixed Upland Hardwoods,15,949111,3291
15951,Black Ash / American Elm / Red Maple,15,6349,106
15953,White Oak / Red Oak / Hickory,15,115120,329
15955,Mixed Upland Hardwoods,30,949111,3291
15959,Mixed Upland Hardwoods,16,949111,3291
15960,Mixed Upland Hardwoods,169,949111,3291
15961,Sweetgum / Yellow-poplar,46,512092,300
15961,Mixed Upland Hardwoods,415,949111,3291
15964,Mixed Upland Hardwoods,15,949111,3291
15965,White Oak / Red Oak / Hickory,186,115120,329
15965,Sassafras / Persimmon,16,1204,15
15965,Mixed Upland Hardwoods,184,949111,3291
15966,Mixed Upland Hardwoods,46,949111,3291
15967,Mixed Upland Hardwoods,15,949111,3291
15968,Loblolly Pine,15,357234,750
15968,White Oak / Red Oak / Hickory,109,115120,329
15968,Yellow-poplar / White Oak / Red Oak,15,16541,139
15968,Sweetgum / Yellow-poplar,125,512092,300
15968,Mixed Upland Hardwoods,1574,949111,3291
15968,Sweetgum / Nuttall Oak / Willow Oak,76,21784,138
15968,Black Ash / American Elm / Red Maple,47,6349,106
15968,Red Maple / Lowland,16,2511,43
15968,Black Cherry,47,77569,93
15969,Mixed Upland Hardwoods,15,949111,3291
15970,White Oak / Red Oak / Hickory,16,115120,329
15970,Red Maple / Oak,61,9392,92
15971,Mixed Upland Hardwoods,46,949111,3291
15973,White Oak,15,9348,53
15975,Mixed Upland Hardwoods,16,949111,3291
15976,Mixed Upland Hardwoods,93,949111,3291
15981,Mixed Upland Hardwoods,16,949111,3291
15982,Mixed Upland Hardwoods,30,949111,3291
15983,Mixed Upland Hardwoods,15,949111,3291
15985,Mixed Upland Hardwoods,16,949111,3291
15986,Mixed Upland Hardwoods,31,949111,3291
15989,Mixed Upland Hardwoods,16,949111,3291
15990,Virginia Pine,15,18108,91
15991,Mixed Upland Hardwoods,15,949111,3291
15992,Virginia Pine,62,18108,91
15992,Mixed Upland Hardwoods,76,949111,3291
15994,Red Maple / Oak,16,9392,92
15997,Mixed Upland Hardwoods,16,949111,3291
15998,White Oak / Red Oak / Hickory,15,115120,329
15998,Red Maple / Oak,31,9392,92
15998,Mixed Upland Hardwoods,47,949111,3291
16005,Mixed Upland Hardwoods,139,949111,3291
16009,Mixed Upland Hardwoods,15,949111,3291
16010,Mixed Upland Hardwoods,48,949111,3291
16015,Mixed Upland Hardwoods,17,949111,3291
16016,Mixed Upland Hardwoods,45,949111,3291
16017,White Oak / Red Oak / Hickory,31,115120,329
16018,White Oak / Red Oak / Hickory,154,115120,329
16018,Red Maple / Oak,1007,9392,92
16018,Mixed Upland Hardwoods,418,949111,3291
16019,Mixed Upland Hardwoods,15,949111,3291
16020,Virginia Pine,31,18108,91
16020,Mixed Upland Hardwoods,651,949111,3291
16020,Sweetgum / Nuttall Oak / Willow Oak,31,21784,138
16021,Mixed Upland Hardwoods,30,949111,3291
16024,Mixed Upland Hardwoods,15,949111,3291
16025,Mixed Upland Hardwoods,15,949111,3291
16028,Mixed Upland Hardwoods,16,949111,3291
16033,Mixed Upland Hardwoods,31,949111,3291
16034,Mixed Upland Hardwoods,16,949111,3291
16037,Red Maple / Oak,31,9392,92
16038,Red Maple / Oak,31,9392,92
16041,Mixed Upland Hardwoods,15,949111,3291
16045,Mixed Upland Hardwoods,16,949111,3291
16049,Mixed Upland Hardwoods,16,949111,3291
16050,Mixed Upland Hardwoods,32,949111,3291
16051,Mixed Upland Hardwoods,15,949111,3291
16053,Mixed Upland Hardwoods,15,949111,3291
16055,Mixed Upland Hardwoods,15,949111,3291
16063,White Oak / Red Oak / Hickory,15,115120,329
16063,Mixed Upland Hardwoods,47,949111,3291
16064,Mixed Upland Hardwoods,17,949111,3291
16068,Mixed Upland Hardwoods,16,949111,3291
16070,Mixed Upland Hardwoods,16,949111,3291
16071,Mixed Upland Hardwoods,47,949111,3291
16072,Virginia Pine,77,18108,91
16072,Mixed Upland Hardwoods,169,949111,3291
16072,Sweetbay / Swamp Tupelo / Red Maple,31,25145,65
16076,White Oak / Red Oak / Hickory,31,115120,329
16078,Mixed Upland Hardwoods,339,949111,3291
16080,Virginia Pine,15,18108,91
16080,Sycamore / Pecan / American Elm,15,7296,88
16081,Mixed Upland Hardwoods,15,949111,3291
16082,Mixed Upland Hardwoods,46,949111,3291
16089,Mixed Upland Hardwoods,16,949111,3291
16090,Mixed Upland Hardwoods,47,949111,3291
16091,Mixed Upland Hardwoods,16,949111,3291
16093,Red Maple / Oak,16,9392,92
16094,Loblolly Pine / Hardwood,62,73453,269
16094,Mixed Upland Hardwoods,15,949111,3291
16094,Red Maple / Lowland,47,2511,43
16098,Mixed Upland Hardwoods,16,949111,3291
16099,Mixed Upland Hardwoods,31,949111,3291
16099,Sweetgum / Nuttall Oak / Willow Oak,15,21784,138
16102,Mixed Upland Hardwoods,16,949111,3291
16104,Mixed Upland Hardwoods,46,949111,3291
16109,Sassafras / Persimmon,47,1204,15
16111,Loblolly Pine,186,357234,750
16111,Virginia Pine,959,18108,91
16111,Virginia Pine / Southern Red Oak,77,19632,66
16111,Sweetgum / Yellow-poplar,16,512092,300
16111,Mixed Upland Hardwoods,2733,949111,3291
16111,Sweetbay / Swamp Tupelo / Red Maple,123,25145,65
16115,Mixed Upland Hardwoods,277,949111,3291
16116,Mixed Upland Hardwoods,16,949111,3291
16118,Mixed Upland Hardwoods,16,949111,3291
16119,Mixed Upland Hardwoods,15,949111,3291
16120,Mixed Upland Hardwoods,15,949111,3291
16122,Chestnut Oak,46,32022,87
16122,White Oak / Red Oak / Hickory,370,115120,329
16122,Yellow-poplar / White Oak / Red Oak,16,16541,139
16122,Mixed Upland Hardwoods,432,949111,3291
16125,Loblolly Pine,31,357234,750
16125,Virginia Pine,201,18108,91
16125,Mixed Upland Hardwoods,47,949111,3291
16125,Red Maple / Lowland,30,2511,43
16126,Sycamore / Pecan / American Elm,31,7296,88
16127,White Oak / Red Oak / Hickory,31,115120,329
16127,Red Maple / Oak,46,9392,92
16127,Mixed Upland Hardwoods,31,949111,3291
16130,Virginia Pine,15,18108,91
16131,Mixed Upland Hardwoods,15,949111,3291
16132,Red Maple / Oak,30,9392,92
16132,Mixed Upland Hardwoods,46,949111,3291
16134,Virginia Pine,15,18108,91
16134,Virginia Pine / Southern Red Oak,16,19632,66
16134,White Oak / Red Oak / Hickory,728,115120,329
16134,Yellow-poplar / White Oak / Red Oak,107,16541,139
16134,Black Locust,31,840,24
16134,Mixed Upland Hardwoods,1605,949111,3291
16134,Sweetgum / Nuttall Oak / Willow Oak,304,21784,138
16134,Sycamore / Pecan / American Elm,2,7296,88
16135,Sweetbay / Swamp Tupelo / Red Maple,16,25145,65
16140,White Oak / Red Oak / Hickory,16,115120,329
16142,Red Maple / Oak,15,9392,92
16142,Mixed Upland Hardwoods,15,949111,3291
16143,Mixed Upland Hardwoods,31,949111,3291
16144,Mixed Upland Hardwoods,16,949111,3291
16147,Loblolly Pine,15,357234,750
16147,White Oak / Red Oak / Hickory,31,115120,329
16147,Yellow-poplar / White Oak / Red Oak,15,16541,139
16147,Sweetgum / Yellow-poplar,123,512092,300
16147,Mixed Upland Hardwoods,1455,949111,3291
16147,Sweetgum / Nuttall Oak / Willow Oak,46,21784,138
16147,Black Ash / American Elm / Red Maple,16,6349,106
16147,Red Maple / Lowland,17,2511,43
16147,Black Cherry,47,77569,93
16149,White Oak / Red Oak / Hickory,47,115120,329
16150,Red Maple / Oak,15,9392,92
16150,Mixed Upland Hardwoods,30,949111,3291
16151,Mixed Upland Hardwoods,16,949111,3291
16154,Mixed Upland Hardwoods,30,949111,3291
16157,White Oak / Red Oak / Hickory,30,115120,329
16157,Mixed Upland Hardwoods,15,949111,3291
16158,Mixed Upland Hardwoods,31,949111,3291
16158,Black Ash / American Elm / Red Maple,15,6349,106
16158,Black Cherry,15,77569,93
16159,Mixed Upland Hardwoods,16,949111,3291
16160,Mixed Upland Hardwoods,62,949111,3291
16164,Mixed Upland Hardwoods,16,949111,3291
16166,Mixed Upland Hardwoods,47,949111,3291
16168,Virginia Pine,370,18108,91
16168,White Oak,15,9348,53
16168,Sweetgum / Yellow-poplar,45,512092,300
16168,Mixed Upland Hardwoods,759,949111,3291
16168,Sweetbay / Swamp Tupelo / Red Maple,95,25145,65
16168,Red Maple / Lowland,46,2511,43
16169,Mixed Upland Hardwoods,63,949111,3291
16169,Sycamore / Pecan / American Elm,31,7296,88
16170,Mixed Upland Hardwoods,15,949111,3291
16172,Black Locust,16,840,24
16173,Mixed Upland Hardwoods,16,949111,3291
16174,Mixed Upland Hardwoods,30,949111,3291
16175,Virginia Pine,16,18108,91
16176,Red Maple / Oak,15,9392,92
16176,Mixed Upland Hardwoods,15,949111,3291
16178,Loblolly Pine,13184,357234,750
16178,Virginia Pine,2633,18108,91
16178,Virginia Pine / Southern Red Oak,10751,19632,66
16178,Loblolly Pine / Hardwood,4787,73453,269
16178,Other Pine / Hardwood,15,1298,10
16178,White Oak / Red Oak / Hickory,23911,115120,329
16178,White Oak,3471,9348,53
16178,Yellow-poplar / White Oak / Red Oak,896,16541,139
16178,Sweetgum / Yellow-poplar,4320,512092,300
16178,Scarlet Oak,31,430,6
16178,Yellow-poplar,3091,30149,211
16178,Black Locust,201,840,24
16178,Red Maple / Oak,62,9392,92
16178,Mixed Upland Hardwoods,318028,949111,3291
16178,Swamp Chestnut Oak / Cherrybark Oak,245,2256,18
16178,Sweetgum / Nuttall Oak / Willow Oak,7329,21784,138
16178,Sweetbay / Swamp Tupelo / Red Maple,1313,25145,65
16178,Black Ash / American Elm / Red Maple,203,6349,106
16178,River Birch / Sycamore,61,1228,16
16178,Sycamore / Pecan / American Elm,2545,7296,88
16178,Sugarberry / Hackberry / Elm / Green Ash,154,326,6
16178,Red Maple / Lowland,354,2511,43
16178,Red Maple / Upland,248,584,18
16179,Loblolly Pine,11,357234,750
16180,White Oak / Red Oak / Hickory,16,115120,329
16182,Loblolly Pine,4,357234,750
16182,Virginia Pine,62,18108,91
16182,Virginia Pine / Southern Red Oak,16,19632,66
16182,White Oak / Red Oak / Hickory,1379,115120,329
16182,Yellow-poplar / White Oak / Red Oak,496,16541,139
16182,Sassafras / Persimmon,216,1204,15
16182,Sweetgum / Yellow-poplar,88,512092,300
16182,Mixed Upland Hardwoods,1810,949111,3291
16182,Sweetgum / Nuttall Oak / Willow Oak,7,21784,138
16182,Sycamore / Pecan / American Elm,597,7296,88
16184,White Oak / Red Oak / Hickory,15,115120,329
16184,Red Maple / Oak,46,9392,92
16184,Mixed Upland Hardwoods,31,949111,3291
16186,Virginia Pine,15,18108,91
16187,Mixed Upland Hardwoods,30,949111,3291
16190,Mixed Upland Hardwoods,16,949111,3291
16195,White Oak / Red Oak / Hickory,31,115120,329
16196,Mixed Upland Hardwoods,15,949111,3291
16197,Mixed Upland Hardwoods,15,949111,3291
16198,Mixed Upland Hardwoods,15,949111,3291
16202,Virginia Pine / Southern Red Oak,31,19632,66
16202,White Oak / Red Oak / Hickory,47,115120,329
16202,Red Maple / Oak,76,9392,92
16202,Mixed Upland Hardwoods,513,949111,3291
16204,Mixed Upland Hardwoods,15,949111,3291
16205,White Oak / Red Oak / Hickory,15,115120,329
16206,Sassafras / Persimmon,15,1204,15
16207,Mixed Upland Hardwoods,16,949111,3291
16210,Mixed Upland Hardwoods,16,949111,3291
16211,Mixed Upland Hardwoods,46,949111,3291
16216,Mixed Upland Hardwoods,16,949111,3291
16217,Mixed Upland Hardwoods,124,949111,3291
16220,Virginia Pine,31,18108,91
16220,Mixed Upland Hardwoods,16,949111,3291
16222,Mixed Upland Hardwoods,31,949111,3291
16224,Mixed Upland Hardwoods,47,949111,3291
16225,White Oak / Red Oak / Hickory,16,115120,329
16226,Mixed Upland Hardwoods,16,949111,3291
16227,Mixed Upland Hardwoods,92,949111,3291
16229,White Oak / Red Oak / Hickory,16,115120,329
16231,Mixed Upland Hardwoods,15,949111,3291
16234,Mixed Upland Hardwoods,464,949111,3291
16237,Mixed Upland Hardwoods,15,949111,3291
16238,Mixed Upland Hardwoods,1371,949111,3291
16238,Sweetgum / Nuttall Oak / Willow Oak,77,21784,138
16239,Mixed Upland Hardwoods,15,949111,3291
16240,Chestnut Oak,16,32022,87
16240,White Oak / Red Oak / Hickory,15,115120,329
16241,Mixed Upland Hardwoods,30,949111,3291
16243,Mixed Upland Hardwoods,16,949111,3291
16251,Mixed Upland Hardwoods,30,949111,3291
16252,Mixed Upland Hardwoods,16,949111,3291
16254,Mixed Upland Hardwoods,15,949111,3291
16257,Mixed Upland Hardwoods,16,949111,3291
16258,Loblolly Pine,16,357234,750
16258,Mixed Upland Hardwoods,279,949111,3291
16260,Mixed Upland Hardwoods,15,949111,3291
16262,Virginia Pine,16,18108,91
16263,Mixed Upland Hardwoods,16,949111,3291
16264,Mixed Upland Hardwoods,15,949111,3291
16265,Virginia Pine,15,18108,91
16265,Mixed Upland Hardwoods,47,949111,3291
16266,Mixed Upland Hardwoods,47,949111,3291
16267,Mixed Upland Hardwoods,31,949111,3291
16267,Black Ash / American Elm / Red Maple,46,6349,106
16268,White Oak / Red Oak / Hickory,77,115120,329
16268,Sassafras / Persimmon,31,1204,15
16268,Mixed Upland Hardwoods,31,949111,3291
16269,Red Maple / Lowland,15,2511,43
16271,Sweetbay / Swamp Tupelo / Red Maple,15,25145,65
16272,Mixed Upland Hardwoods,15,949111,3291
16275,Black Ash / American Elm / Red Maple,0,6349,106
16276,Mixed Upland Hardwoods,31,949111,3291
16277,Mixed Upland Hardwoods,15,949111,3291
16279,White Oak,15,9348,53
16280,Mixed Upland Hardwoods,31,949111,3291
16281,Loblolly Pine / Hardwood,47,73453,269
16283,Mixed Upland Hardwoods,153,949111,3291
16286,White Oak / Red Oak / Hickory,1,115120,329
16292,White Oak / Red Oak / Hickory,15,115120,329
16292,Mixed Upland Hardwoods,77,949111,3291
16293,Mixed Upland Hardwoods,15,949111,3291
16294,Black Ash / American Elm / Red Maple,15,6349,106
16297,White Oak / Red Oak / Hickory,122,115120,329
16297,Mixed Upland Hardwoods,32,949111,3291
16298,Mixed Upland Hardwoods,61,949111,3291
16300,Mixed Upland Hardwoods,31,949111,3291
16308,Mixed Upland Hardwoods,15,949111,3291
16314,Mixed Upland Hardwoods,15,949111,3291
16315,Mixed Upland Hardwoods,15,949111,3291
16319,Mixed Upland Hardwoods,61,949111,3291
16320,Mixed Upland Hardwoods,31,949111,3291
16325,Mixed Upland Hardwoods,16,949111,3291
16327,Virginia Pine,77,18108,91
16327,Chestnut Oak,93,32022,87
16327,White Oak / Red Oak / Hickory,278,115120,329
16327,Sassafras / Persimmon,93,1204,15
16327,Red Maple / Oak,93,9392,92
16327,Mixed Upland Hardwoods,62,949111,3291
16329,Red Maple / Oak,16,9392,92
16332,White Oak / Red Oak / Hickory,15,115120,329
16334,Mixed Upland Hardwoods,15,949111,3291
16337,Mixed Upland Hardwoods,30,949111,3291
16338,White Oak / Red Oak / Hickory,16,115120,329
16338,Mixed Upland Hardwoods,92,949111,3291
16341,Virginia Pine,16,18108,91
16341,White Oak / Red Oak / Hickory,63,115120,329
16341,Mixed Upland Hardwoods,75,949111,3291
16341,Sycamore / Pecan / American Elm,20,7296,88
16343,White Oak / Red Oak / Hickory,31,115120,329
16343,Mixed Upland Hardwoods,45,949111,3291
16344,Sassafras / Persimmon,16,1204,15
16345,Mixed Upland Hardwoods,15,949111,3291
